调仓日,期末,动作,择时信号,代码,名称,综合得分,7日涨幅,溢价率,信号价,成交价,日均成交量(股),份额,市值,区间收益,操作,缓冲持仓,总资产,本期换手
20240725,20240801,rotate,,512010.SH,易方达沪深300医药卫生ETF,225.342466,-0.00304,-0.00304,0.328,0.326,1116199953.8,134800.0,43944.8,0.027607,buy,,219726.01,0.999
20240801,20240808,rotate,,516620.SH,国泰中证影视主题ETF,241.071429,0.028249,-0.002603,0.728,0.725,16476620.0,62600.0,45385.0,-0.008276,buy,,226949.25,0.9992
20240801,20240808,rotate,,512070.SH,易方达沪深300非银行金融ETF,235.178571,0.027634,-0.001678,0.595,0.592,164502669.6,76600.0,45347.2,-0.033784,buy,,226949.25,0.9992
20240801,20240808,rotate,,512710.SH,富国中证军工龙头ETF,232.321429,0.040441,-0.000883,0.566,0.566,257838076.2,80200.0,45393.2,-0.003534,buy,,226949.25,0.9992
20240801,20240808,rotate,,562030.SH,华宝中证信息技术应用创新产业ETF,225.892857,0.013333,-0.001606,0.684,0.688,12287920.0,65900.0,45339.2,-0.063953,buy,,226949.25,0.9992
20240801,20240808,rotate,,516910.SH,富国中证现代物流ETF,224.821429,0.011702,-0.00168,0.951,0.952,20737900.0,47600.0,45315.2,-0.021008,buy,,226949.25,0.9992
20240808,20240815,rotate,,513360.SH,博时中证全球中国教育主题ETF(QDII),240.681004,0.06621,-0.001776,0.467,0.459,373718476.8,96200.0,44155.8,-0.063181,buy,,220985.48,0.999
20240808,20240815,rotate,,159992.SZ,银华中证创新药产业ETF,239.605735,0.044046,-0.001871,0.64,0.64,481538655.6,69000.0,44160.0,-0.028125,buy,,220985.48,0.999
20240808,20240815,rotate,,563300.SH,华泰柏瑞中证2000ETF,228.315412,0.027668,-0.001664,0.78,0.775,207027696.0,57000.0,44175.0,-0.012903,buy,,220985.48,0.999
20240808,20240815,rotate,,159567.SZ,银华国证港股通创新药ETF,224.014337,0.034611,-0.000935,0.837,0.834,151354145.8,52900.0,44118.6,0.005995,buy,,220985.48,0.999
20240808,20240815,rotate,,159707.SZ,华宝中证800地产ETF,219.53405,0.013011,-0.001832,0.545,0.548,54708100.0,80600.0,44168.8,-0.021898,buy,,220985.48,0.999
20240815,20240822,rotate,,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),241.634981,0.016652,-0.011714,1.16,1.166,24223719.4,36900.0,43025.4,0.034305,buy,,215637.9,0.9989
20240815,20240822,rotate,,159699.SZ,广发恒生消费ETF(QDII),234.410646,0.007853,-0.003752,0.77,0.767,15869660.6,56200.0,43105.4,0.009126,buy,,215637.9,0.9989
20240815,20240822,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,233.460076,0.014902,-0.001841,1.294,1.275,8253403.0,33800.0,43095.0,-0.025098,buy,,215637.9,0.9989
20240815,20240822,rotate,,513950.SH,富国恒生港股通红利低波动ETF(QDII),231.178707,0.005929,-0.003621,1.018,1.018,12382339.4,42300.0,43061.4,0.014882,buy,,215637.9,0.9989
20240815,20240822,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,229.467681,0.003089,-0.030972,1.299,1.299,10200330.0,33200.0,43126.8,0.048499,buy,,215637.9,0.9989
20240822,20240829,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,239.849624,0.059302,-0.002518,0.911,0.912,52923304.6,48000.0,43776.0,-0.009868,buy,,219116.75,0.7995
20240822,20240829,rotate,,159329.SZ,南方基金南方东英沙特阿拉伯ETF(QDII),236.654135,0.036194,-0.011709,1.002,1.011,289088524.4,43300.0,43776.3,-0.003956,buy,,219116.75,0.7995
20240822,20240829,rotate,,510230.SH,国泰上证180金融ETF,229.323308,0.031519,-0.001941,1.08,1.082,19358980.0,40500.0,43821.0,0.008318,buy,,219116.75,0.7995
20240822,20240829,rotate,,513950.SH,富国恒生港股通红利低波动ETF(QDII),224.06015,0.014897,-0.005072,1.02,1.023,21796700.0,42300.0,43272.9,0.01173,hold,,219116.75,0.7995
20240822,20240829,rotate,,159747.SZ,南方中证香港科技ETF(QDII),223.120301,0.015081,-0.003417,0.875,0.885,39583252.0,49500.0,43807.5,-0.022599,buy,,219116.75,0.7995
20240829,20240905,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,248.87218,0.030647,-0.012185,0.908,0.903,40934436.0,48000.0,43344.0,-0.048726,hold,,218367.51,0.5986
20240829,20240905,rotate,,159561.SZ,嘉实德国DAXETF(QDII),244.360902,0.035892,-0.002316,1.039,1.038,6643877.8,42000.0,43596.0,-0.017341,buy,,218367.51,0.5986
20240829,20240905,rotate,,513950.SH,富国恒生港股通红利低波动ETF(QDII),236.842105,0.017664,-0.002501,1.037,1.035,12088840.0,42300.0,43780.5,-0.025121,hold,,218367.51,0.5986
20240829,20240905,rotate,,159980.SZ,大成有色金属期货ETF,236.842105,0.014652,-0.006694,1.662,1.646,44041100.0,26500.0,43619.0,-0.027947,buy,,218367.51,0.5986
20240829,20240905,rotate,,159887.SZ,富国中证800银行ETF,233.834586,0.021822,-0.001669,1.077,1.075,20715796.8,40600.0,43645.0,-0.067907,buy,,218367.51,0.5986
20240905,20240912,rotate,,159985.SZ,华夏饲料豆粕期货ETF,245.167286,0.034965,-0.00625,1.924,1.955,161272584.0,21500.0,42032.5,-0.009719,buy,,210174.92,0.9987
20240905,20240912,rotate,,159761.SZ,国泰中证新材料主题ETF,233.643123,0.027778,-0.002695,0.407,0.409,19243237.2,102700.0,42004.3,-0.017115,buy,,210174.92,0.9987
20240905,20240912,rotate,,517120.SH,华泰柏瑞中证沪港深创新药产业ETF,225.836431,0.014458,-0.003078,0.421,0.423,6537620.0,99300.0,42003.9,0.002364,buy,,210174.92,0.9987
20240905,20240912,rotate,,512980.SH,广发中证传媒ETF,223.048327,0.019469,-0.00156,0.576,0.574,88971080.0,73200.0,42016.8,0.026132,buy,,210174.92,0.9987
20240905,20240912,rotate,,513970.SH,景顺长城恒生消费ETF(QDII),217.100372,0.009859,-0.00541,0.717,0.723,27031180.0,58100.0,42006.3,-0.023513,buy,,210174.92,0.9987
20240912,20240920,rotate,,561160.SH,富国中证电池主题ETF,237.169811,0.012626,-0.002488,0.401,0.402,46038440.0,104000.0,41808.0,-0.029851,buy,,209223.7,0.7984
20240912,20240920,rotate,,159326.SZ,华夏中证电网设备主题ETF,236.792453,0.017294,-0.001896,1.0,1.0,29904758.0,41800.0,41800.0,0.01,buy,,209223.7,0.7984
20240912,20240920,rotate,,517120.SH,华泰柏瑞中证沪港深创新药产业ETF,236.037736,-0.009324,-0.00515,0.425,0.424,6572440.0,99300.0,42103.2,0.004717,hold,,209223.7,0.7984
20240912,20240920,rotate,,159329.SZ,南方基金南方东英沙特阿拉伯ETF(QDII),228.301887,-0.010956,-0.002709,0.993,0.99,40234233.8,42200.0,41778.0,0.006061,buy,,209223.7,0.7984
20240912,20240920,rotate,,159335.SZ,融通中证诚通央企科技创新ETF,226.037736,-0.016113,-0.005902,0.977,0.977,126013868.6,42700.0,41717.9,0.004094,buy,,209223.7,0.7984
20240920,20240926,rotate,,517520.SH,永赢中证沪深港黄金产业股票ETF,231.529851,0.030769,-0.00344,1.072,1.072,55858320.0,38900.0,41700.8,0.08209,buy,,208974.55,0.9988
20240920,20240926,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,231.156716,0.032955,-0.002589,0.909,0.913,11064820.6,45700.0,41724.1,0.071194,buy,,208974.55,0.9988
20240920,20240926,rotate,,159768.SZ,银华中证内地地产主题ETF,219.962687,0.027311,-0.001429,0.489,0.483,31945180.0,86500.0,41779.5,0.045549,buy,,208974.55,0.9988
20240920,20240926,rotate,,518880.SH,华安易富黄金ETF,217.350746,0.017812,-0.003239,5.6,5.619,207467924.4,7400.0,41580.6,0.025093,buy,,208974.55,0.9988
20240920,20240926,rotate,,159567.SZ,银华国证港股通创新药ETF,211.753731,0.043427,-0.000437,0.889,0.89,102880380.4,46900.0,41741.0,0.022472,buy,,208974.55,0.9988
20240926,20240930,rotate,,513220.SH,招商中证全球中国互联网ETF(QDII),241.496599,0.119718,-0.013322,0.954,0.961,47023680.0,45600.0,43821.6,0.28512,buy,,219208.88,0.9983
20240926,20240930,rotate,,159333.SZ,万家中证港股通央企红利ETF,233.163265,0.113537,-0.002445,1.02,1.022,27490344.8,42900.0,43843.8,0.051859,buy,,219208.88,0.9983
20240926,20240930,rotate,,159930.SZ,汇添富中证能源ETF,229.421769,0.113043,-0.001985,1.408,1.407,18566240.0,31100.0,43757.7,0.045487,buy,,219208.88,0.9983
20240926,20240930,rotate,,167301.SZ,方正富邦中证保险主题指数-A,224.489796,0.101695,-0.005464,0.91,0.91,5281542.8,48100.0,43771.0,0.094505,buy,,219208.88,0.9983
20240926,20240930,rotate,,516950.SH,银华中证基建ETF,213.265306,0.0927,-0.00275,0.943,0.943,25652320.0,46400.0,43755.2,0.114528,buy,,219208.88,0.9983
20240930,20241011,rotate,,513220.SH,招商中证全球中国互联网ETF(QDII),240.166667,0.299769,-0.017797,1.123,1.235,63852820.0,45600.0,56316.0,-0.055061,hold,,245077.45,0.7695
20240930,20241011,rotate,,159851.SZ,华宝中证金融科技主题ETF,234.666667,0.358696,-0.009116,1.0,1.1,75935240.0,44500.0,48950.0,0.047273,buy,,245077.45,0.7695
20240930,20241011,rotate,,513360.SH,博时中证全球中国教育主题ETF(QDII),195.166667,0.210918,-0.003404,0.488,0.508,448390280.0,96400.0,48971.2,0.03937,buy,,245077.45,0.7695
20240930,20241011,rotate,,159708.SZ,西部利得深证红利ETF,190.166667,0.2,-0.004278,0.768,0.778,36529501.0,63000.0,49014.0,0.047558,buy,,245077.45,0.7695
20240930,20241011,rotate,,561330.SH,国泰中证有色金属矿业主题ETF,181.5,0.175396,-0.010561,0.965,1.013,10036960.0,41200.0,41735.6,-0.009872,buy,,245077.45,0.7695
20241011,20241017,rotate,,512480.SH,国联安中证全指半导体产品与设备ETF,241.714286,0.494346,-0.008362,0.925,0.898,3913633514.2,55200.0,49569.6,-0.005568,buy,,248098.69,0.785
20241011,20241017,rotate,,513090.SH,易方达中证香港证券投资主题ETF,235.428571,0.558089,-0.003568,1.435,1.418,5166193808.6,34900.0,49488.2,-0.028914,buy,,248098.69,0.785
20241011,20241017,rotate,,168701.SZ,合煦智远国证香蜜湖金融科技指数(LOF)-A,218.142857,0.316761,-0.032763,0.927,0.92,5534734.2,53900.0,49588.0,0.063043,buy,,248098.69,0.785
20241011,20241017,rotate,,588830.SH,鹏华上证科创板新能源ETF,206.714286,0.37402,-0.001384,1.227,1.198,97534200.0,38500.0,46123.0,-0.06177,buy,,248098.69,0.785
20241011,20241017,rotate,,513220.SH,招商中证全球中国互联网ETF(QDII),202.142857,0.294118,-0.018097,1.166,1.167,381879518.8,45600.0,53215.2,-0.053985,hold,,248098.69,0.785
20241017,20241024,rotate,,159573.SZ,华夏创业板200ETF,239.425982,0.199773,-0.003018,1.057,1.06,46905210.4,45900.0,48654.0,0.085849,buy,,243757.16,0.8006
20241017,20241024,rotate,,516800.SH,华宝中证智能制造主题ETF,235.498489,0.119048,-0.006342,0.94,0.955,15527840.0,51000.0,48705.0,0.07644,buy,,243757.16,0.8006
20241017,20241024,rotate,,513090.SH,易方达中证香港证券投资主题ETF,229.154079,0.159931,-0.002119,1.349,1.377,7185867474.6,34900.0,48057.3,0.056645,hold,,243757.16,0.8006
20241017,20241024,rotate,,516980.SH,华富中证证券公司先锋策略ETF,214.954683,0.069556,-0.005437,1.061,1.061,5506300.0,45900.0,48699.9,0.042413,buy,,243757.16,0.8006
20241017,20241024,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,201.510574,0.050143,-0.025889,0.733,0.74,59308065.2,65800.0,48692.0,-0.001351,buy,,243757.16,0.8006
20241024,20241031,rotate,,161024.SZ,富国中证军工指数-A,245.412844,0.127389,-0.005618,1.062,1.062,7035280.0,48200.0,51188.4,-0.006591,buy,,256327.8,0.9976
20241024,20241031,rotate,,159586.SZ,南方中证全指计算机ETF,233.486239,0.105723,-0.002625,1.14,1.14,9628330.0,44900.0,51186.0,0.036842,buy,,256327.8,0.9976
20241024,20241031,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,220.030581,0.079521,-0.003319,0.991,0.97,88080528.2,52800.0,51216.0,0.006186,buy,,256327.8,0.9976
20241024,20241031,rotate,,159996.SZ,国泰中证全指家用电器ETF,201.681957,0.053628,-0.003134,1.336,1.335,107787225.0,38400.0,51264.0,0.011236,buy,,256327.8,0.9976
20241024,20241031,rotate,,161123.SZ,易方达中证万得并购重组指数(LOF),196.17737,0.115556,-4.8e-05,1.255,1.256,6043389.2,40800.0,51244.8,0.032643,buy,,256327.8,0.9976
20241031,20241107,rotate,,162703.SZ,广发小盘成长混合(LOF)-A,239.082278,0.053091,-0.006041,1.448,1.442,6245111.0,36100.0,52056.2,0.044383,buy,,260400.13,0.8001
20241031,20241107,rotate,,159698.SZ,鹏华国证粮食产业ETF,231.170886,0.054374,-0.001902,0.892,0.901,12170499.6,57800.0,52077.8,0.041065,buy,,260400.13,0.8001
20241031,20241107,rotate,,159305.SZ,广发国证储能电池ETF,202.056962,0.020151,-0.001643,1.215,1.217,9368863.4,42700.0,51965.9,0.051767,buy,,260400.13,0.8001
20241031,20241107,rotate,,560300.SH,汇添富中证电信主题ETF,197.78481,0.035303,-0.000667,1.349,1.347,5618540.0,38600.0,51994.2,0.01856,buy,,260400.13,0.8001
20241031,20241107,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,188.607595,0.05,-0.000101,0.987,0.976,63865313.8,52800.0,51532.8,-0.067623,hold,,260400.13,0.8001
20241107,20241114,rotate,,161024.SZ,富国中证军工指数-A,235.046729,0.081262,-0.005277,1.131,1.124,5344004.0,47100.0,52940.4,0.013345,buy,,264966.53,0.9979
20241107,20241114,rotate,,159851.SZ,华宝中证金融科技主题ETF,225.389408,0.125093,-0.001248,1.52,1.481,398630289.2,35700.0,52871.7,0.095206,buy,,264966.53,0.9979
20241107,20241114,rotate,,510770.SH,申万菱信上证G60战略新兴产业成份ETF,219.158879,0.049383,-0.00618,0.595,0.593,6824100.0,89300.0,52954.9,0.062395,buy,,264966.53,0.9979
20241107,20241114,rotate,,159616.SZ,建信中证农牧主题ETF,216.978193,0.065064,-0.001856,0.753,0.753,7579451.8,70300.0,52935.9,-0.017264,buy,,264966.53,0.9979
20241107,20241114,rotate,,161123.SZ,易方达中证万得并购重组指数(LOF),204.361371,0.105685,-0.000282,1.381,1.362,27392518.2,38900.0,52981.8,0.030837,buy,,264966.53,0.9979
20241114,20241121,rotate,,159869.SZ,华夏中证动漫游戏ETF,223.26284,0.121335,-0.004935,1.109,1.113,831700739.4,49300.0,54870.9,-0.050314,buy,,274675.85,0.9989
20241114,20241121,rotate,,588100.SH,嘉实上证科创板新一代信息技术ETF,219.335347,0.164975,-0.000726,1.377,1.373,44096195.8,40000.0,54920.0,-0.06118,buy,,274675.85,0.9989
20241114,20241121,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,194.712991,0.075862,-0.010574,0.78,0.786,66434187.6,69800.0,54862.8,0.029262,buy,,274675.85,0.9989
20241114,20241121,rotate,,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),181.722054,0.069157,-0.002546,1.345,1.345,91626300.0,40800.0,54876.0,0.037175,buy,,274675.85,0.9989
20241114,20241121,rotate,,513090.SH,易方达中证香港证券投资主题ETF,177.492447,0.093324,-0.000317,1.605,1.604,8880520502.2,34200.0,54856.8,-0.029925,buy,,274675.85,0.9989
20241121,20241128,rotate,,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),249.68254,0.067797,-0.006812,1.386,1.395,118803320.0,40800.0,56916.0,0.012186,hold,,270527.45,0.5803
20241121,20241128,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,245.873016,0.044619,-0.002363,0.796,0.809,52705564.2,69800.0,56468.2,0.0,hold,,270527.45,0.5803
20241121,20241128,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,233.968254,-0.004353,-0.003051,0.915,0.914,44930251.4,59100.0,54017.4,-0.033917,buy,,270527.45,0.5803
20241121,20241128,rotate,,561360.SH,国泰中证油气产业ETF,229.365079,-0.002778,-0.001761,1.077,1.078,10532094.8,50100.0,54007.8,-0.023191,buy,,270527.45,0.5803
20241121,20241128,rotate,,159328.SZ,易方达中证家电龙头ETF,221.269841,-0.005118,-0.001336,0.972,0.972,13637830.4,50500.0,49086.0,-0.027778,buy,,270527.45,0.5803
20241128,20241205,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,244.127517,0.025381,-0.008578,0.808,0.809,75158762.2,69800.0,56468.2,-0.034611,hold,,266730.9,0.7882
20241128,20241205,rotate,,513970.SH,景顺长城恒生消费ETF(QDII),238.255034,0.016787,-0.007026,0.848,0.85,55699800.0,62700.0,53295.0,0.016471,buy,,266730.9,0.7882
20241128,20241205,rotate,,513780.SH,景顺长城中证港股通创新药ETF,233.053691,0.020085,-0.002171,0.965,0.97,18058900.0,55000.0,53350.0,0.001031,buy,,266730.9,0.7882
20241128,20241205,rotate,,518880.SH,华安易富黄金ETF,228.85906,0.038008,-0.001287,5.899,5.831,464428544.0,9100.0,53062.1,0.018179,buy,,266730.9,0.7882
20241128,20241205,rotate,,517520.SH,永赢中证沪深港黄金产业股票ETF,225.33557,0.010782,-0.002394,1.125,1.116,92584058.2,45300.0,50554.8,0.011649,buy,,266730.9,0.7882
20241205,20241212,rotate,,159573.SZ,华夏创业板200ETF,232.166667,0.043365,-0.002818,1.203,1.202,25131836.6,44400.0,53368.8,0.044925,buy,,267209.38,0.9994
20241205,20241212,rotate,,159707.SZ,华宝中证800地产ETF,224.666667,0.046269,-0.001709,0.701,0.699,62560040.0,76400.0,53403.6,0.007153,buy,,267209.38,0.9994
20241205,20241212,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,209.0,0.030948,-0.008825,1.066,1.057,17500609.4,50500.0,53378.5,0.040681,buy,,267209.38,0.9994
20241205,20241212,rotate,,159851.SZ,华宝中证金融科技主题ETF,204.333333,0.077393,-0.000189,1.587,1.585,510884579.2,33700.0,53414.5,0.011987,buy,,267209.38,0.9994
20241205,20241212,rotate,,515210.SH,国泰中证钢铁ETF,201.166667,0.044643,-0.000544,1.287,1.289,45784800.0,41400.0,53364.6,0.046548,buy,,267209.38,0.9994
20241212,20241219,rotate,,512980.SH,广发中证传媒ETF,235.333333,0.060976,-0.001377,0.87,0.874,439327141.2,62900.0,54974.6,-0.045767,buy,,275252.04,0.5947
20241212,20241219,rotate,,159930.SZ,汇添富中证能源ETF,224.5,0.047204,-0.001731,1.442,1.445,32594900.0,38000.0,54910.0,-0.010381,buy,,275252.04,0.5947
20241212,20241219,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,224.333333,0.043643,-0.00555,1.1,1.1,26962412.4,50500.0,55550.0,-0.036364,hold,,275252.04,0.5947
20241212,20241219,rotate,,515210.SH,国泰中证钢铁ETF,215.166667,0.079073,-0.000222,1.351,1.349,44137480.0,41400.0,55848.6,-0.047443,hold,,275252.04,0.5947
20241212,20241219,rotate,,159329.SZ,南方基金南方东英沙特阿拉伯ETF(QDII),214.0,0.038153,-0.0088,1.034,1.033,29873809.0,52200.0,53922.6,-0.016457,buy,,275252.04,0.5947
20241219,20241226,rotate,,159981.SZ,建信易盛郑商所能源化工期货ETF,244.425676,0.021277,-0.003736,1.44,1.442,22456142.0,36900.0,53209.8,-0.001387,buy,,266566.44,0.7989
20241219,20241226,rotate,,159301.SZ,华夏中证全指公用事业ETF,229.054054,0.01594,-0.001045,0.956,0.953,5480021.0,55900.0,53272.7,0.003148,buy,,266566.44,0.7989
20241219,20241226,rotate,,516110.SH,国泰中证800汽车与零部件ETF,223.986486,0.014412,-0.000789,1.267,1.258,46567351.8,42300.0,53213.4,0.013514,buy,,266566.44,0.7989
20241219,20241226,rotate,,159695.SZ,嘉实国证通信ETF,222.466216,0.007519,-0.003059,1.206,1.2,6885540.4,44400.0,53280.0,0.025,buy,,266566.44,0.7989
20241219,20241226,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,215.033784,0.003735,-0.010611,1.075,1.06,18960186.4,50500.0,53530.0,0.003774,hold,,266566.44,0.7989
20241226,20250103,rotate,,159811.SZ,博时中证5G产业50ETF,241.891892,0.047619,-0.004051,1.254,1.254,7352401.8,42800.0,53671.2,-0.043062,buy,,268859.71,0.9989
20241226,20250103,rotate,,159537.SZ,国泰国证信息技术创新主题ETF,241.047297,0.047785,-0.002646,1.206,1.206,12127386.4,44500.0,53667.0,-0.072139,buy,,268859.71,0.9989
20241226,20250103,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,234.628378,0.036653,-0.004283,1.499,1.507,11720775.4,35600.0,53649.2,-0.028534,buy,,268859.71,0.9989
20241226,20250103,rotate,,515900.SH,博时中证央企创新驱动ETF,206.418919,0.024291,-0.001053,1.518,1.518,22908700.0,35400.0,53737.2,-0.042819,buy,,268859.71,0.9989
20241226,20250103,rotate,,159529.SZ,景顺长城标普消费精选ETF(QDII),204.72973,0.166905,2e-05,1.629,1.631,849079977.4,32900.0,53659.9,-0.051502,buy,,268859.71,0.9989
20250103,20250109,rotate,,159985.SZ,华夏饲料豆粕期货ETF,237.987013,0.031951,-0.001843,1.841,1.841,257528489.2,27800.0,51179.8,-0.029332,buy,,256030.48,0.9983
20250103,20250109,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,235.064935,0.033828,-0.001419,1.253,1.268,10480562.2,40300.0,51100.4,0.003943,buy,,256030.48,0.9983
20250103,20250109,rotate,,159887.SZ,富国中证800银行ETF,230.357143,0.014617,-0.001945,1.18,1.178,96349623.8,43400.0,51125.2,0.016978,buy,,256030.48,0.9983
20250103,20250109,rotate,,159930.SZ,汇添富中证能源ETF,217.37013,0.001443,-0.001439,1.388,1.388,21984914.2,36800.0,51078.4,-0.012968,buy,,256030.48,0.9983
20250103,20250109,rotate,,159329.SZ,南方基金南方东英沙特阿拉伯ETF(QDII),216.396104,0.02991,-0.000256,1.033,1.036,27511112.0,49400.0,51178.4,0.131274,buy,,256030.48,0.9983
20250109,20250116,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,243.181818,0.067659,-0.001836,0.789,0.782,164272831.6,66900.0,52315.8,0.061381,buy,,261623.1,0.6054
20250109,20250116,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,242.37013,0.053878,-0.001741,1.291,1.273,15907836.4,40300.0,51301.9,0.065986,hold,,261623.1,0.6054
20250109,20250116,rotate,,518880.SH,华安易富黄金ETF,236.850649,0.015152,-0.001953,6.03,6.038,237063390.4,8600.0,51926.8,0.016727,buy,,261623.1,0.6054
20250109,20250116,rotate,,159985.SZ,华夏饲料豆粕期货ETF,235.064935,-0.006645,-0.003721,1.794,1.787,271239953.4,27800.0,49678.6,0.045887,hold,,261623.1,0.6054
20250109,20250116,rotate,,159980.SZ,大成有色金属期货ETF,231.331169,-0.00365,-0.001585,1.638,1.638,50045940.0,31900.0,52252.2,0.013431,buy,,261623.1,0.6054
20250116,20250123,rotate,,159546.SZ,国泰中证全指集成电路ETF,236.156352,0.083404,-0.001087,1.286,1.294,20399010.2,42000.0,54348.0,0.025502,buy,,272026.45,0.7913
20250116,20250123,rotate,,159530.SZ,易方达国证机器人产业ETF,228.664495,0.089073,-0.000337,1.186,1.187,13675140.0,45800.0,54364.6,0.028644,buy,,272026.45,0.7913
20250116,20250123,rotate,,515700.SH,平安中证新能源汽车产业ETF,225.081433,0.045333,-0.001401,1.568,1.57,41619259.8,34600.0,54322.0,0.012739,buy,,272026.45,0.7913
20250116,20250123,rotate,,159869.SZ,华夏中证动漫游戏ETF,220.846906,0.048283,-0.000716,0.977,0.98,457938363.0,55400.0,54292.0,0.011224,buy,,272026.45,0.7913
20250116,20250123,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,213.192182,0.047994,-0.000269,1.332,1.357,25521774.4,40300.0,54687.1,-0.039057,hold,,272026.45,0.7913
20250123,20250127,rotate,,159909.SZ,招商深证电子信息传媒产业(TMT)50ETF,235.57047,0.080189,-0.002179,0.687,0.695,5434783.0,78800.0,54766.0,0.007194,buy,,274080.34,0.9996
20250123,20250127,rotate,,159985.SZ,华夏饲料豆粕期货ETF,229.026846,0.06711,-0.004038,1.924,1.929,299307026.4,28400.0,54783.6,-0.013478,buy,,274080.34,0.9996
20250123,20250127,rotate,,517380.SH,天弘恒生沪深港创新药精选50ETF,195.805369,0.04277,-0.001755,0.512,0.516,6581660.0,106200.0,54799.2,0.001938,buy,,274080.34,0.9996
20250123,20250127,rotate,,513980.SH,景顺长城中证港股通科技ETF,192.281879,0.067179,-0.00018,0.556,0.561,722730160.8,97700.0,54809.7,0.012478,buy,,274080.34,0.9996
20250123,20250127,rotate,,159512.SZ,广发中证全指汽车ETF,187.080537,0.037149,-0.001606,1.368,1.373,7840800.0,39900.0,54782.7,0.002913,buy,,274080.34,0.9996
20250127,20250207,rotate,,159583.SZ,富国中证通信设备主题ETF,241.0299,0.064685,-0.001721,1.218,1.205,6298680.0,45500.0,54827.5,-0.032365,buy,,274641.65,0.8008
20250127,20250207,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),240.531561,0.051784,-0.011369,0.914,0.928,1003021641.8,59100.0,54844.8,0.050647,buy,,274641.65,0.8008
20250127,20250207,rotate,,159869.SZ,华夏中证动漫游戏ETF,219.601329,0.035934,-0.001682,1.009,1.024,399666332.4,53600.0,54886.4,0.09082,buy,,274641.65,0.8008
20250127,20250207,rotate,,159985.SZ,华夏饲料豆粕期货ETF,216.611296,0.031083,-0.003057,1.924,1.903,298618760.6,28400.0,54045.2,0.029427,hold,,274641.65,0.8008
20250127,20250207,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,211.960133,0.031629,-0.001618,1.533,1.495,6912944.0,36700.0,54866.5,-0.01204,buy,,274641.65,0.8008
20250207,20250213,rotate,,513980.SH,景顺长城中证港股通科技ETF,242.380952,0.131387,-0.003856,0.62,0.624,733517409.0,90200.0,56284.8,0.054487,buy,,281515.24,0.7851
20250207,20250213,rotate,,159869.SZ,华夏中证动漫游戏ETF,235.555556,0.144615,-0.001253,1.116,1.117,517264686.2,53600.0,59871.2,0.111012,hold,,281515.24,0.7851
20250207,20250213,rotate,,159363.SZ,华宝创业板人工智能ETF,223.650794,0.078723,-0.001772,1.014,1.017,173323277.2,55300.0,56240.1,0.067847,buy,,281515.24,0.7851
20250207,20250213,rotate,,520700.SH,万家中证港股通创新药ETF,220.793651,0.068925,-0.003268,0.915,0.918,79265979.8,61300.0,56273.4,-0.003268,buy,,281515.24,0.7851
20250207,20250213,rotate,,159325.SZ,南方中证半导体行业精选ETF,212.222222,0.058765,-0.001878,1.063,1.064,12669614.0,49600.0,52774.4,0.046992,buy,,281515.24,0.7851
20250213,20250220,rotate,,513560.SH,兴银中证港股通科技ETF,239.6875,0.184236,-0.005543,1.202,1.209,1052271330.4,49100.0,59361.9,0.081059,buy,,297280.81,0.9993
20250213,20250220,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),230.78125,0.158963,-0.002866,1.028,1.036,919928245.8,57300.0,59362.8,0.05888,buy,,297280.81,0.9993
20250213,20250220,rotate,,159613.SZ,嘉实中证信息安全主题ETF,225.46875,0.198511,-0.000931,0.966,0.967,12778852.4,61400.0,59373.8,0.007239,buy,,297280.81,0.9993
